Tiempo,Contador,Acx,Acy,Acz,Gx,Gy,Gz
2483,3902,-997,-155,-3848,125,-676.0,37.0
2498,3903,-1090,-170,-3852,173,-828.0,42.0
2514,3904,-1127,-177,-3820,240,-1054.0,23.0
2530,3905,-1109,-185,-3864,308,-1365.0,19.0
2546,3906,-1075,-159,-3943,329,-1545.0,21.0
2562,3907,-890,-174,-3970,289,-1600.0,30.0
2578,3908,-747,-135,-3956,281,-1500.0,23.0
2594,3909,-798,-177,-4009,255,-1443.0,47.0
2610,3910,-744,-124,-3976,278,-1344.0,69.0
2626,3911,-817,-123,-4017,344,-1488.0,83.0
2643,3912,-573,-111,-4084,346,-1431.0,51.0
2658,3913,-494,-151,-4077,283,-1269.0,35.0
2674,3914,-470,-97,-4111,227,-1100.0,17.0
2690,3915,-488,-109,-4118,194,-893.0,44.0
2706,3916,-456,-94,-4082,153,-670.0,63.0
2722,3917,-440,-73,-4097,95,-344.0,69.0
2738,3918,-465,-45,-4106,45,-19.0,97.0
2754,3919,-499,-92,-4049,12,258.0,115.0
2770,3920,-575,-94,-4024,-17,568.0,153.0
2786,3921,-547,-92,-4000,-57,937.0,179.0
2802,3922,-474,-90,-4021,-139,1595.0,207.0
2818,3923,-446,-71,-3956,-279,2506.0,228.0
2834,3924,-526,-138,-3864,-428,3646.0,266.0
2850,3925,-893,-225,-3777,-450,4425.0,306.0
2866,3926,-1350,-273,-3652,-349,4759.0,348.0
2883,3927,-1773,-316,-3584,-129,4245.0,392.0
2898,3928,-1917,-265,-3657,54,3566.0,361.0
2914,3929,-2003,-196,-3627,194,2646.0,292.0
